idx,sentence,label
36485,"My family and I just returned from a week-long cruise up the inside passage of Alaska, and had a wonderful time--it was SO beautiful! A few days after our return I saw this DVD at Sam's Club and bought it. Watching it was a major letdown. As one reviewer has pointed out, it really did seem like a film you would see in a local museum, plus part of the film seem to have the tone of, ""Native people good, white man bad"". Don't waste your money on this---like I did.",0
36487,After searching for this CD for almost 2 decades it is finally here. Great compliment to the Beatles compilation of recordings.,1
36488,I am a huge fan of Secret Weapons of the Luftwaffe. This game was a huge disappointment. I would have preferred a scaling back of all the bells and whistles if it meant that SWON were truly a follow up to SWOTL. I wish there was a game out there that really brought back the fun of SWOTL.,0
36489,"This album shows that Madonna is not one demensional. That she has many complex sides to her still emerging personallity. The ""Bedtime Story"", although it never cracked into the top fourty, is inspiring and inchanting. Many people will say that it is weird and not written well, but if you listen to the words very well you'll a serious message. This message is about stared all over. The song gives hints that a new and improved Madonna will come. The song makes you think so you want fall asleep. Thats the real reason why the song is called ""Bedtime Story"". Although some songs sound like they from EROCTICA, the album a much improved and new Madonna.It's wonderful.",1
36490,This movie is utter nonsense done by leftist actors who hate the 2nd ammendment more than the people who actually kill people. Don't waste your time by watching this or any other left wing nonsense.,0
36491,"This item arrived with a small dent in the rim of the lid. The roaster was of a much thinner gauge than other granite ware products I own. Due to its' low cost, I did not feel that it was worth the time and effort to return. I was, however, disappointed with the purchase.",0
36492,"This little tool is beyond useless. The blade is only mildly sharp, and does not screw in properly. No matter how much you tighten it, the blade wobbles loose during the shortest, simplest cutting job. Unsafe and unusable. Don't waste your time or money.",0
36493,"Stephenie Meyers novel marks a steep decline for the vampire genre. No thanks. Give me real creatures of the night, and preferably ones who are at least adults. Twilight Twi-bites, and not in a good way. Recommended for tweens only.",0
36494,"Let me start by saying that this is one of my favorite movies. The complaint is not about the movie, it's about the DVD.It did not play on my Blu-ray player. The instructions state that if you do not have an HD DVD player, you can turn over the dvd and it would play. Well, it did not! I even tried paying it on my regular dvd player and it did not work.I am going to purchase the dvd elsewhere b/c I am so pissed off at Amazon for selling something that doesn't work!!!!",0
36495,"Misleading title. Should be ""Bowhunting in small lots in overpopulated areas"". Was hoping for more insight to whitetail behaviour under heavy hunting pressure. Not a lot of hunting wisdom. Incorporating ads for scent free clothing and tree slings is a waste of page space & insulting. Poor writing style. Hard to get into.",0
